country_name,country_code,series_name,series_code,variable_name,education_level,gender,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014
Estonia,EST,"Employment with secondary education, male",SL.EM.SECO.MA.ZS.V,Employment,Secondary,Male,105095,122214,127343,98729,122968,111671,140270,141372,141637,102640,110404,132224,135079,124473,129924
Estonia,EST,Employment with tertiary education,SL.EM.TERT.ZS.V,Employment,Tertiary,All,516494,478288,503703,518750,488208,511740,532446,548273,543210,505285,462931,469440,480351,465858,470875
Estonia,EST,"Employment with tertiary education, female",SL.EM.TERT.FE.ZS.V,Employment,Tertiary,Female,260220,242001,240437,245120,210315,237651,253017,253589,260517,220706,211796,203233,212491,206498,208265
Estonia,EST,"Employment with tertiary education, male",SL.EM.TERT.MA.ZS.V,Employment,Tertiary,Male,256143,235906,257949,268737,267585,269023,276722,284980,279515,273522,247613,261798,261776,254256,256700
Estonia,EST,"Labor force, total",SL.TLF.TOTL.IN.V,Labor force,All,All,672394,673671,659988,678464,680427,675868,695978,695775,701863,698738,693807,700628,691352,689704,687168
Estonia,EST,"Labor force, female",SL.TLF.TOTL.FE.ZS.V,Labor force,All,Female,324110,325097,318163,326365,330039,333289,342451,337400,341293,342618,344806,348414,339602,338591,337123
Estonia,EST,"Labor force, male",SL.TLF.TOTL.MA.ZS.V,Labor force,All,Male,348284,348574,341825,352099,350388,342579,353527,358375,360570,356120,349001,352214,351750,351113,350045
Estonia,EST,Labor force with primary education,SL.TLF.PRIM.ZS.V,Labor force,Primary,All,82032,80841,73919,77345,80290,68263,75166,72361,77205,71970,66605,70763,65678,61384,59096
Estonia,EST,"Labor force with primary education, female",SL.TLF.PRIM.FE.ZS.V,Labor force,Primary,Female,33707,28283,29271,29046,28053,25997,24656,23618,27986,25011,22412,24041,21395,19638,18542
Estonia,EST,"Labor force with primary education, male",SL.TLF.PRIM.MA.ZS.V,Labor force,Primary,Male,48063,52286,45121,48590,52558,42480,50201,48381,49398,47008,44323,46844,43969,41782,40255
Estonia,EST,Labor force with secondary education,SL.TLF.SECO.ZS.V,Labor force,Secondary,All,392006,389382,386753,398937,380359,374431,382092,387547,386025,375222,380206,374135,365034,359336,355266
Estonia,EST,"Labor force with secondary education, female",SL.TLF.SECO.FE.ZS.V,Labor force,Secondary,Female,171778,177178,168945,176237,167990,170311,174650,170724,170305,161716,168265,166193,157915,154736,151368
Estonia,EST,"Labor force with secondary education, male",SL.TLF.SECO.MA.ZS.V,Labor force,Secondary,Male,220464,212630,218426,222879,212686,204520,207874,217175,215981,213672,211844,208158,206829,204348,203726
Estonia,EST,Labor force with tertiary education,SL.TLF.TERT.ZS.V,Labor force,Tertiary,All,199029,203449,199316,202182,219778,232499,238024,235172,238633,250847,246301,255029,260640,268295,272806
Estonia,EST,"Labor force with tertiary education, female",SL.TLF.TERT.FE.ZS.V,Labor force,Tertiary,Female,118624,119636,120266,121081,133996,136982,142802,142383,143002,155891,154473,158180,159953,163878,167213
Estonia,EST,"Labor force with tertiary education, male",SL.TLF.TERT.MA.ZS.V,Labor force,Tertiary,Male,79757,83658,78278,80631,85144,95237,95099,92461,95190,95084,92485,96859,100601,104632,105714
Estonia,EST,"Unemployment, total",SL.UEM.TOTL.NE.ZS.V,Unemployment,All,All,90101,88251,65999,76666,69404,54069,41063,32006,38602,94330,115866,86177,69135,59315,50850
Estonia,EST,"Unemployment, female",SL.UEM.TOTL.FE.NE.ZS.V,Unemployment,All,Female,37597,42913,27680,33942,29043,22997,19177,12821,17406,35290,48618,40416,30904,27764,22924
Estonia,EST,"Unemployment, male",SL.UEM.TOTL.MA.NE.ZS.V,Unemployment,All,Male,52243,45315,38626,42604,40645,31517,21919,19352,20913,59472,67357,46140,38341,31951,27654
Estonia,EST,Unemployment with primary education,SL.UEM.PRIM.ZS.V,Unemployment,Primary,All,20813,16150,17160,16177,15408,9895,9444,7905,9303,19904,19929,18011,14933,8897,8085
Estonia,EST,"Unemployment with primary education, female",SL.UEM.PRIM.FE.ZS.V,Unemployment,Primary,Female,7783,5364,5370,6008,4066,2875,3318,2282,3446,6282,5008,5214,4388,2610,1949
Estonia,EST,"Unemployment with primary education, male",SL.UEM.PRIM.MA.ZS.V,Unemployment,Primary,Male,13008,10785,11897,10140,11503,7154,6137,5651,5814,13738,14953,12827,10544,6358,6084
Estonia,EST,Unemployment with secondary education,SL.UEM.SECO.ZS.V,Unemployment,Secondary,All,59106,55951,38807,49987,39976,34604,23940,18499,22196,58579,72416,47570,38232,34580,29646
Estonia,EST,"Unemployment with secondary education, female",SL.UEM.SECO.FE.ZS.V,Unemployment,Secondary,Female,25265,28880,16580,20874,15654,14695,11315,7308,9852,20009,31553,21582,16503,15354,12952
Estonia,EST,"Unemployment with secondary education, male",SL.UEM.SECO.MA.ZS.V,Unemployment,Secondary,Male,33696,27053,22403,29013,24509,20203,12647,11282,12192,38895,40953,26208,21816,19490,16509
Estonia,EST,Unemployment with tertiary education,SL.UEM.TERT.ZS.V,Unemployment,Tertiary,All,10181,16150,10032,10580,13950,9570,7679,5569,6987,15470,23057,20338,15763,15481,13221
Estonia,EST,"Unemployment with tertiary education, female",SL.UEM.TERT.FE.ZS.V,Unemployment,Tertiary,Female,4549,8668,5730,7060,9323,5427,4545,3231,4056,9034,12057,13580,9951,9801,8115
Estonia,EST,"Unemployment with tertiary education, male",SL.UEM.TERT.MA.ZS.V,Unemployment,Tertiary,Male,5538,7432,4326,3451,4512,4192,3156,2361,2865,6542,11047,6921,5828,5815,5061
Finland,FIN,"Employment, total",SL.EM.TOTL.NE.ZS.V,Employment,All,All,2323834,2361226,2364892,2351531,2348961,2422454,2474563,2520268,2560145,2487763,2473440,2503207,2511469,2498118,2478418
Finland,FIN,"Employment, female",SL.EM.TOTL.FE.NE.ZS.V,Employment,All,Female,1090767,1114708,1132160,1127244,1118591,1159257,1181545,1206256,1218439,1205921,1193645,1199272,1207221,1200909,1192282
Finland,FIN,"Employment, male",SL.EM.TOTL.MA.NE.ZS.V,Employment,All,Male,1232907,1245800,1231117,1224912,1230608,1263412,1292062,1315741,1342076,1279838,1280270,1304427,1303516,1297759,1286696
Finland,FIN,Employment with primary education,SL.EM.PRIM.ZS.V,Employment,Primary,All,1354795,1381317,1347988,1410919,1414074,1610932,1628262,1673458,1664094,1736458,1714094,1704684,1747983,1783656,1836508
Finland,FIN,"Employment with primary education, female",SL.EM.PRIM.FE.ZS.V,Employment,Primary,Female,656642,681087,655521,676346,682340,791773,810540,835936,833412,853792,836745,829896,823324,861052,894212
Finland,FIN,"Employment with primary education, male",SL.EM.PRIM.MA.ZS.V,Employment,Primary,Male,695359,696402,691888,734947,732212,818691,813999,834180,824035,883088,879546,877879,922890,924004,943148
Finland,FIN,Employment with secondary education,SL.EM.SECO.ZS.V,Employment,Secondary,All,1312966,1286868,1303055,1234554,1296626,1240296,1247180,1310539,1359437,1191638,1244140,1279139,1248200,1241564,1229295
Finland,FIN,"Employment with secondary education, female",SL.EM.SECO.FE.ZS.V,Employment,Secondary,Female,627191,605287,639670,612093,649901,615566,604951,629666,654302,625873,644569,647607,649485,635281,618795
Finland,FIN,"Employment with secondary education, male",SL.EM.SECO.MA.ZS.V,Employment,Secondary,Male,683030,681453,662341,624705,644839,621599,639571,681554,703248,570808,606848,637865,603528,611244,615040
Finland,FIN,Employment with tertiary education,SL.EM.TERT.ZS.V,Employment,Tertiary,All,1982230,2054267,2078740,2057590,1987221,1993679,2073684,2056539,2099319,2047429,1988646,2022591,2026756,1971015,1891033
Finland,FIN,"Employment with tertiary education, female",SL.EM.TERT.FE.ZS.V,Employment,Tertiary,Female,1015915,1053947,1052605,1049750,995562,993042,1036233,1031541,1045477,989315,973005,1001800,1016743,978510,940574
Finland,FIN,"Employment with tertiary education, male",SL.EM.TERT.MA.ZS.V,Employment,Tertiary,Male,964238,996549,1018944,1004374,985478,996961,1033851,1022905,1050295,1040710,1002662,1006189,999579,981143,940711
Finland,FIN,"Labor force, total",SL.TLF.TOTL.IN.V,Labor force,All,All,2613986,2632359,2639388,2627409,2621608,2644600,2681000,2707055,2735198,2709981,2700262,2714975,2720985,2721261,2714587
Finland,FIN,"Labor force, female",SL.TLF.TOTL.FE.ZS.V,Labor force,All,Female,1239508,1249673,1260757,1251103,1251220,1268334,1285685,1299845,1305937,1305109,1291824,1290928,1299484,1298280,1295959
Finland,FIN,"Labor force, male",SL.TLF.TOTL.MA.ZS.V,Labor force,All,Male,1374478,1382686,1378631,1376306,1370388,1376266,1395315,1407210,1429261,1404872,1408438,1424047,1421501,1422981,1418628
Finland,FIN,Labor force with primary education,SL.TLF.PRIM.ZS.V,Labor force,Primary,All,650883,642296,628174,599049,555781,518342,509390,492684,489600,455277,432042,418106,397264,372813,355611
Finland,FIN,"Labor force with primary education, female",SL.TLF.PRIM.FE.ZS.V,Labor force,Primary,Female,282608,274928,272324,260229,238983,218153,212138,205376,201114,190546,176980,166530,162436,150600,136076
Finland,FIN,"Labor force with primary education, male",SL.TLF.PRIM.MA.ZS.V,Labor force,Primary,Male,366986,367794,357065,341324,317930,300026,298597,288478,288711,265521,254927,253480,234548,221985,219887
Finland,FIN,Labor force with secondary education,SL.TLF.SECO.ZS.V,Labor force,Secondary,All,1142312,1166135,1190364,1203353,1205940,1237673,1260070,1264195,1280073,1273691,1263723,1262463,1284305,1281714,1259568
Finland,FIN,"Labor force with secondary education, female",SL.TLF.SECO.FE.ZS.V,Labor force,Secondary,Female,520593,528612,545908,545481,544281,560604,569558,569332,572000,566417,558068,551226,560078,556962,554670
Finland,FIN,"Labor force with secondary education, male",SL.TLF.SECO.MA.ZS.V,Labor force,Secondary,Male,621264,636036,643821,657874,661897,677123,692076,695162,710343,709460,705627,712024,724966,725720,707895
Finland,FIN,Labor force with tertiary education,SL.TLF.TERT.ZS.V,Labor force,Tertiary,All,820792,823928,820850,825006,859887,888586,911540,950176,965525,981013,1007198,1034405,1039416,1069456,1099408
Finland,FIN,"Labor force with tertiary education, female",SL.TLF.TERT.FE.ZS.V,Labor force,Tertiary,Female,435067,444884,442526,446644,467956,489577,503989,525137,532822,549451,558068,573172,576971,590717,605213
Finland,FIN,"Labor force with tertiary education, male",SL.TLF.TERT.MA.ZS.V,Labor force,Tertiary,Male,384854,378856,377745,377108,390561,399117,406037,423570,431637,431296,447883,459967,461988,475276,490845
Finland,FIN,"Unemployment, total",SL.UEM.TOTL.NE.ZS.V,Unemployment,All,All,290152,271133,274496,275878,272647,222146,206437,186787,175053,222218,226822,211768,209516,223143,236169
Finland,FIN,"Unemployment, female",SL.UEM.TOTL.FE.NE.ZS.V,Unemployment,All,Female,148741,134965,128597,123859,132629,109077,104140,93589,87498,99188,98179,91656,92263,97371,103677
Finland,FIN,"Unemployment, male",SL.UEM.TOTL.MA.NE.ZS.V,Unemployment,All,Male,141571,136886,147514,151394,139780,112854,103253,91469,87185,125034,128168,119620,117985,125222,131932
Finland,FIN,Unemployment with primary education,SL.UEM.PRIM.ZS.V,Unemployment,Primary,All,120994,112520,118033,110351,108514,74419,70601,62760,61268,67110,69634,67554,63693,63819,61168
Finland,FIN,"Unemployment with primary education, female",SL.UEM.PRIM.FE.ZS.V,Unemployment,Primary,Female,59199,52501,54139,49544,51725,34577,32700,28732,27649,28963,29355,28230,29340,27556,25919
Finland,FIN,"Unemployment with primary education, male",SL.UEM.PRIM.MA.ZS.V,Unemployment,Primary,Male,61725,60367,64611,60557,56611,39725,38204,33478,33653,38760,40117,39116,34451,36064,35226
Finland,FIN,Unemployment with secondary education,SL.UEM.SECO.ZS.V,Unemployment,Secondary,All,126216,123366,123249,131042,122146,108407,102393,89658,82100,115776,112731,103555,105386,112241,119029
Finland,FIN,"Unemployment with secondary education, female",SL.UEM.SECO.FE.ZS.V,Unemployment,Secondary,Female,63215,61679,55940,56604,55572,51157,50821,44735,40511,47710,45162,42162,42626,45862,49869
Finland,FIN,"Unemployment with secondary education, male",SL.UEM.SECO.MA.ZS.V,Unemployment,Secondary,Male,63141,62009,68151,74183,66535,57330,52143,44088,41500,69269,67416,61126,63358,66243,68869
Finland,FIN,Unemployment with tertiary education,SL.UEM.TERT.ZS.V,Unemployment,Tertiary,All,42652,35247,33214,34485,41988,39320,33443,34369,31509,39333,44457,40659,40437,47083,55972
Finland,FIN,"Unemployment with tertiary education, female",SL.UEM.TERT.FE.ZS.V,Unemployment,Tertiary,Female,26178,20785,18647,17712,25332,23342,20620,20215,19337,22516,23563,21264,20298,23953,27889
Finland,FIN,"Unemployment with tertiary education, male",SL.UEM.TERT.MA.ZS.V,Unemployment,Tertiary,Male,16422,14510,14751,16502,16634,15800,12907,13903,12032,17130,20507,19259,20293,22916,27838
France,FRA,"Employment, total",SL.EM.TOTL.NE.ZS.V,Employment,All,All,24564817,25065310,25289365,25921729,25929644,26238045,26406424,26852454,27225526,26956370,27029303,27088136,27080143,27076852,27195574
France,FRA,"Employment, female",SL.EM.TOTL.FE.NE.ZS.V,Employment,All,Female,10850272,11084912,11292501,11760023,11800615,11986943,12127750,12430513,12649078,12608916,12633243,12670853,12715382,12755011,12861855
France,FRA,"Employment, male",SL.EM.TOTL.MA.NE.ZS.V,Employment,All,Male,13707339,13985690,13995768,14169779,14149705,14257538,14266467,14418277,14586114,14337179,14387530,14426128,14352399,14320071,14344490
France,FRA,Employment with primary education,SL.EM.PRIM.ZS.V,Employment,Primary,All,12847399,13861116,14541385,15630803,15817083,15900255,15949480,16353145,16716473,16901644,16623021,16930085,17331292,18412259,19145684
France,FRA,"Employment with primary education, female",SL.EM.PRIM.FE.ZS.V,Employment,Primary,Female,5848297,6262976,6673868,7244174,7469789,7467865,7482822,7905806,8120708,8321885,8110542,8286738,8481160,8890242,9402016
France,FRA,"Employment with primary education, male",SL.EM.PRIM.MA.ZS.V,Employment,Primary,Male,6908499,7538287,7809639,8346000,8263428,8383432,8402949,8362600,8532877,8530621,8474256,8597972,8812373,9537167,9754253
France,FRA,Employment with secondary education,SL.EM.SECO.ZS.V,Employment,Secondary,All,14910844,15314904,15401224,15397508,15454067,15795304,15791041,16218883,15790805,15446000,15785113,15602766,15273201,14756884,14440849
France,FRA,"Employment with secondary education, female",SL.EM.SECO.FE.ZS.V,Employment,Secondary,Female,6455912,6606608,6606113,6903133,6785354,7084283,7094734,7296711,7222623,7035775,7226215,7146361,7082468,6976991,6855369
France,FRA,"Employment with secondary education, male",SL.EM.SECO.MA.ZS.V,Employment,Secondary,Male,8525965,8810984,8873317,8544377,8758668,8754129,8731078,8968168,8605807,8430261,8574968,8468137,8195220,7775798,7602580
France,FRA,Employment with tertiary education,SL.EM.TERT.ZS.V,Employment,Tertiary,All,21371391,21506036,21116620,21126210,20951152,21121627,21389203,21508816,22216029,21861616,21974823,21941390,21826596,21363636,20913396
France,FRA,"Employment with tertiary education, female",SL.EM.TERT.FE.ZS.V,Employment,Tertiary,Female,11870556,11985736,11770441,11463351,11376363,11377515,11527305,11404857,11639719,11355046,11481249,11439919,11295338,11040775,10614922
France,FRA,"Employment with tertiary education, male",SL.EM.TERT.MA.ZS.V,Employment,Tertiary,Male,9483138,9521940,9361484,9666739,9582100,9745384,9847733,10068716,10574629,10440183,10447692,10478795,10477475,10280539,10225175
France,FRA,"Labor force, total",SL.TLF.TOTL.IN.V,Labor force,All,All,27355030,27423753,27699195,28329759,28462836,28801367,28954412,29187450,29401216,29654973,29800775,29832749,30022332,30052000,30183767
France,FRA,"Labor force, female",SL.TLF.TOTL.FE.ZS.V,Labor force,All,Female,12357941,12385377,12519403,12994500,13082722,13304043,13430509,13600124,13734069,13917126,13990302,14031952,14128202,14140810,14227716
France,FRA,"Labor force, male",SL.TLF.TOTL.MA.ZS.V,Labor force,All,Male,14997089,15038376,15179792,15335259,15380114,15497324,15523903,15587326,15667147,15737847,15810473,15800797,15894130,15911190,15956051
France,FRA,Labor force with primary education,SL.TLF.PRIM.ZS.V,Labor force,Primary,All,8698899,8172278,8060466,8158970,8083445,7891574,7788737,7559549,7232699,7117194,7032983,6861532,6664958,5830088,5463262
France,FRA,"Labor force with primary education, female",SL.TLF.PRIM.FE.ZS.V,Labor force,Primary,Female,3954541,3727999,3643146,3729422,3689328,3618700,3585946,3454431,3241240,3187022,3175799,3115093,2981051,2616050,2475623
France,FRA,"Labor force with primary education, male",SL.TLF.PRIM.MA.ZS.V,Labor force,Primary,Male,4754077,4451359,4402140,4416554,4383332,4277261,4222502,4099467,3995122,3934462,3841945,3744789,3687438,3214061,2999737
France,FRA,Labor force with secondary education,SL.TLF.SECO.ZS.V,Labor force,Secondary,All,12063568,12093875,12187646,12550083,12580574,12672601,12710987,12930040,13171745,13107498,13142141,13126410,13089736,13403192,13612878
France,FRA,"Labor force with secondary education, female",SL.TLF.SECO.FE.ZS.V,Labor force,Secondary,Female,5140903,5152317,5183033,5444696,5507826,5507874,5546800,5698452,5795777,5831276,5847946,5851324,5863204,5967422,5989868
France,FRA,"Labor force with secondary education, male",SL.TLF.SECO.MA.ZS.V,Labor force,Secondary,Male,6943652,6947730,7028244,7130895,7074852,7175261,7172043,7232520,7394894,7302361,7320249,7268367,7215935,7430526,7626992
France,FRA,Labor force with tertiary education,SL.TLF.TERT.ZS.V,Labor force,Tertiary,All,6565207,6910786,7229490,7450726,7628040,8035581,8280962,8522736,8849766,9252352,9446846,9695643,10117526,10548252,11017075
France,FRA,"Labor force with tertiary education, female",SL.TLF.TERT.FE.ZS.V,Labor force,Tertiary,Female,3274854,3418364,3618107,3768405,3807072,4097645,4217180,4365640,4628381,4815325,4882616,4981343,5199178,5430071,5733769
France,FRA,"Labor force with tertiary education, male",SL.TLF.TERT.MA.ZS.V,Labor force,Tertiary,Male,3299360,3488903,3612790,3680462,3798888,3936320,4051739,4146229,4198795,4406597,4553416,4692837,4895392,5107492,5281453
France,FRA,"Unemployment, total",SL.UEM.TOTL.NE.ZS.V,Unemployment,All,All,2790213,2358443,2409830,2408030,2533192,2563322,2547988,2334996,2175690,2698603,2771472,2744613,2942189,2975148,2988193
France,FRA,"Unemployment, female",SL.UEM.TOTL.FE.NE.ZS.V,Unemployment,All,Female,1507669,1300465,1226902,1234478,1282107,1317100,1302759,1169611,1084991,1308210,1357059,1361099,1412820,1385799,1365861
France,FRA,"Unemployment, male",SL.UEM.TOTL.MA.NE.ZS.V,Unemployment,All,Male,1289750,1052686,1184024,1165480,1230409,1239786,1257436,1169049,1081033,1400668,1422943,1374669,1541731,1591119,1611561
France,FRA,Unemployment with primary education,SL.UEM.PRIM.ZS.V,Unemployment,Primary,All,1330932,1054224,1024178,955988,987945,1009949,1009003,912983,839816,1006579,1067017,1029230,1059188,952047,884505
France,FRA,"Unemployment with primary education, female",SL.UEM.PRIM.FE.ZS.V,Unemployment,Primary,Female,695035,565702,501803,474039,470533,496547,498957,425738,388427,444791,485827,470940,470469,419897,367417
France,FRA,"Unemployment with primary education, male",SL.UEM.PRIM.MA.ZS.V,Unemployment,Primary,Male,639716,485288,523339,479012,511850,510792,516806,491001,448629,567271,584829,555366,595108,531434,515700
France,FRA,Unemployment with secondary education,SL.UEM.SECO.ZS.V,Unemployment,Secondary,All,1096554,917434,942243,977660,1023410,1020202,1024291,924658,913790,1152303,1152932,1163716,1282794,1353692,1401462
France,FRA,"Unemployment with secondary education, female",SL.UEM.SECO.FE.ZS.V,Unemployment,Secondary,Female,610606,525388,509164,509839,544895,538694,540645,483049,465461,578229,580821,593439,625879,627767,637857
France,FRA,"Unemployment with secondary education, male",SL.UEM.SECO.MA.ZS.V,Unemployment,Secondary,Male,487525,389494,433353,462695,468786,478557,487885,441901,443224,577075,574869,567738,661402,727141,757434
France,FRA,Unemployment with tertiary education,SL.UEM.TERT.ZS.V,Unemployment,Tertiary,All,362728,334899,397622,445485,486373,499848,484118,464664,400327,510036,518265,521476,570785,627756,690273
France,FRA,"Unemployment with tertiary education, female",SL.UEM.TERT.FE.ZS.V,Unemployment,Tertiary,Female,202028,185966,195077,235785,251293,266054,250130,244449,219168,272108,274126,281748,300931,317348,355124
France,FRA,"Unemployment with tertiary education, male",SL.UEM.TERT.MA.ZS.V,Unemployment,Tertiary,Male,162508,148429,202468,207455,231317,231840,236398,222119,177289,240915,246169,237818,271345,308677,330370
Germany,DEU,"Employment, total",SL.EM.TOTL.NE.ZS.V,Employment,All,All,37224813,37377476,37058338,36352368,36406687,36648976,37329737,38214404,38767366,38706750,38959169,39982554,39478478,40532352,40102778
Germany,DEU,"Employment, female",SL.EM.TOTL.FE.NE.ZS.V,Employment,All,Female,16180001,16406855,16428169,16283652,16374408,16384158,16794769,17264345,17516030,17684598,17899096,18370653,18155746,18648666,18490556
Germany,DEU,"Employment, male",SL.EM.TOTL.MA.NE.ZS.V,Employment,All,Male,21042554,20970621,20638645,20069088,20006233,20274218,20553670,20976980,21255334,21007027,21083761,21604855,21315874,21873076,21621257
Germany,DEU,Employment with primary education,SL.EM.PRIM.ZS.V,Employment,Primary,All,27062439,28070485,27497287,26900752,27086575,25544336,25197572,25565437,26245507,26591538,26764950,27707910,27358585,28291581,27670917
Germany,DEU,"Employment with primary education, female",SL.EM.PRIM.FE.ZS.V,Employment,Primary,Female,11973201,12436396,12238986,12245307,12297181,11485295,11319674,11705226,12103577,12308480,12511468,12877828,12817957,13408391,13257729
Germany,DEU,"Employment with primary education, male",SL.EM.PRIM.MA.ZS.V,Employment,Primary,Male,15066469,15623112,15251959,14690572,14804612,14050033,13894281,13865783,14134797,14284778,14294790,14842535,14558742,14917438,14464621
Germany,DEU,Employment with secondary education,SL.EM.SECO.ZS.V,Employment,Secondary,All,17011740,15586408,14971569,15340700,15181589,15575815,16313095,16699695,16863804,16643902,16752443,17192498,17291573,17753170,17885839
Germany,DEU,"Employment with secondary education, female",SL.EM.SECO.FE.ZS.V,Employment,Secondary,Female,7038300,6644776,6505555,6708865,6729882,6832194,7305724,7440932,7461828,7551323,7571317,7954492,7934061,8074872,7913958
Germany,DEU,"Employment with secondary education, male",SL.EM.SECO.MA.ZS.V,Employment,Secondary,Male,9995213,8954455,8461845,8629708,8442630,8738187,9002508,9292802,9416113,9054028,9171436,9225273,9336353,9667900,9924157
Germany,DEU,Employment with tertiary education,SL.EM.TERT.ZS.V,Employment,Tertiary,All,32497262,32742669,32944862,31990084,31928664,32214450,33186136,34163677,34502956,34255474,34439905,35504508,34701582,35344210,34729006
Germany,DEU,"Employment with tertiary education, female",SL.EM.TERT.FE.ZS.V,Employment,Tertiary,Female,18433278,18454146,18389033,17580521,17505454,17881860,18313320,18690489,18810970,18465176,18532626,18947458,18459547,18745226,18529417
Germany,DEU,"Employment with tertiary education, male",SL.EM.TERT.MA.ZS.V,Employment,Tertiary,Male,14092781,14339592,14571786,14378465,14376731,14352522,14896960,15468853,15659330,15739292,15912296,16460105,16140458,16466772,16142255
Germany,DEU,"Labor force, total",SL.TLF.TOTL.IN.V,Labor force,All,All,40417821,40539562,40500916,40301960,40768966,41271369,41616206,41855864,41910666,41935807,41936673,42444325,41732006,42755645,42213451
Germany,DEU,"Labor force, female",SL.TLF.TOTL.FE.ZS.V,Labor force,All,Female,17644494,17794854,17895609,17953310,18214025,18388505,18702415,18930203,18956742,19077236,19143418,19460437,19151631,19609533,19382134
Germany,DEU,"Labor force, male",SL.TLF.TOTL.MA.ZS.V,Labor force,All,Male,22773327,22744708,22605307,22348650,22554941,22882864,22913791,22925661,22953924,22858571,22793255,22983888,22580375,23146112,22831317
Germany,DEU,Labor force with primary education,SL.TLF.PRIM.ZS.V,Labor force,Primary,All,6951866,6810646,6642150,6488616,6359959,7305033,7449301,7073641,6663796,6500050,6248564,5857317,5633821,5729256,5572175
Germany,DEU,"Labor force with primary education, female",SL.TLF.PRIM.FE.ZS.V,Labor force,Primary,Female,3352454,3327638,3239105,3159783,3023528,3475427,3553459,3369576,3146819,3071435,2928943,2782843,2681228,2666897,2558442
Germany,DEU,"Labor force with primary education, male",SL.TLF.PRIM.MA.ZS.V,Labor force,Primary,Male,3620959,3457196,3413401,3352298,3315576,3821438,3895344,3691032,3511950,3428786,3305022,3079841,2980609,3055287,2990903
Germany,DEU,Labor force with secondary education,SL.TLF.SECO.ZS.V,Labor force,Secondary,All,22027712,22823773,23652536,22730306,22871389,23813580,24262248,24736815,24643471,24364703,24532954,24702597,24162832,24712762,25201431
Germany,DEU,"Labor force with secondary education, female",SL.TLF.SECO.FE.ZS.V,Labor force,Secondary,Female,10004428,10409990,10773157,10502686,10582348,10996326,11240151,11509563,11525699,11427265,11562625,11598420,11299462,11550015,12113834
Germany,DEU,"Labor force with secondary education, male",SL.TLF.SECO.MA.ZS.V,Labor force,Secondary,Male,12024316,12418610,12862420,12224712,12269888,12814404,13015033,13228107,13129645,12937951,12946569,13123800,12848234,13146991,13059513
Germany,DEU,Labor force with tertiary education,SL.TLF.TERT.ZS.V,Labor force,Tertiary,All,9498188,9445718,8950703,9511263,9947628,10111485,9904657,10045407,10477667,10987182,11113218,11714634,11810157,12185359,11397632
Germany,DEU,"Labor force with tertiary education, female",SL.TLF.TERT.FE.ZS.V,Labor force,Tertiary,Female,3475965,3434407,3346479,3608615,3897801,3916751,3927507,4051063,4246310,4521305,4613564,5001332,5113486,5314184,4690477
Germany,DEU,"Labor force with tertiary education, male",SL.TLF.TERT.MA.ZS.V,Labor force,Tertiary,Male,6034932,6027348,5628721,5900044,6067279,6224139,6003413,6029449,6266421,6446117,6496078,6711295,6683791,6874395,6735239
Germany,DEU,"Unemployment, total",SL.UEM.TOTL.NE.ZS.V,Unemployment,All,All,3193008,3162086,3442578,3949592,4362279,4622393,4286469,3641460,3143300,3229057,2977504,2461771,2253528,2223293,2110673
Germany,DEU,"Unemployment, female",SL.UEM.TOTL.FE.NE.ZS.V,Unemployment,All,Female,1464493,1387999,1467440,1669658,1839617,2004347,1907646,1665858,1440712,1392638,1244322,1089784,995885,960867,891578
Germany,DEU,"Unemployment, male",SL.UEM.TOTL.MA.NE.ZS.V,Unemployment,All,Male,1730773,1774087,1966662,2279562,2548708,2608646,2360121,1948681,1698590,1851544,1709494,1379033,1264501,1273036,1210060
Germany,DEU,Unemployment with primary education,SL.UEM.PRIM.ZS.V,Unemployment,Primary,All,871691,787359,888185,1026894,1116744,1400585,1393103,1205323,1015286,1010695,931959,755764,691833,671435,654308
Germany,DEU,"Unemployment with primary education, female",SL.UEM.PRIM.FE.ZS.V,Unemployment,Primary,Female,380768,335896,374197,414075,458065,599300,621893,536406,445180,423362,374541,325846,292790,270004,252317
Germany,DEU,"Unemployment with primary education, male",SL.UEM.PRIM.MA.ZS.V,Unemployment,Primary,Male,491539,452392,513299,610923,662664,800854,764679,660603,569028,592494,550457,431637,400847,404825,400530
Germany,DEU,Unemployment with secondary education,SL.UEM.SECO.ZS.V,Unemployment,Secondary,All,1733803,1843496,2051776,2282864,2543209,2657876,2413282,2050142,1775964,1840563,1697177,1403209,1266483,1249491,1169313
Germany,DEU,"Unemployment with secondary education, female",SL.UEM.SECO.FE.ZS.V,Unemployment,Secondary,Female,827439,825859,886334,981759,1083534,1168534,1077820,947873,826969,797982,717974,617908,560683,544812,509983
Germany,DEU,"Unemployment with secondary education, male",SL.UEM.SECO.MA.ZS.V,Unemployment,Secondary,Male,908656,1016552,1160330,1299350,1473153,1484320,1326388,1085415,946115,1053529,965864,790186,710650,710354,654642
Germany,DEU,Unemployment with tertiary education,SL.UEM.TERT.ZS.V,Unemployment,Tertiary,All,405512,392099,382126,473951,536560,559310,475798,385995,345763,371342,345390,275718,272677,284582,282830
Germany,DEU,"Unemployment with tertiary education, female",SL.UEM.TERT.FE.ZS.V,Unemployment,Tertiary,Female,181597,166560,159951,207038,229952,236513,207933,181579,165682,168509,150563,134043,133449,137404,127496
