Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Denmark,DNK,Pupil-teacher ratio in pre-primary education (headcount basis),SE.PRE.ENRL.TC.ZS,5.420269966,5.526319981,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,Pupil-teacher ratio in primary education (headcount basis),SE.PRM.ENRL.TC.ZS,10.12217045,9.933010101,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,9.557700157,10.05265999,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.002789974,1.003029943,1.00248003,..,0.998470008,0.998759985,1.000440001,1.000689983,1.005769968,1.003970027,1.002310038,0.994090021,0.990490019,0.988579988,0.987100005
Denmark,DNK,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.023779988,1.027029991,1.026370049,..,1.024230003,1.018710017,1.017959952,1.016970038,1.018190026,1.012599945,1.00593996,1.005499959,1.000550032,1.005779982,1.012629986
Denmark,DNK,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,101.6334229,101.5878601,103.5234299,..,100.7338715,98.74947357,99.39865112,100.1062088,99.94817352,99.79447937,99.72306061,100.4970474,100.8802109,100.9734192,100.6595612
Denmark,DNK,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,97.83267975,..,..,..,98.24343872,96.27385712,96.70581055,97.28009033,97.07946014,97.08299255,96.88789368,97.99030304,98.34266663,98.56839752,98.24382782
Denmark,DNK,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,101.3501587,101.2811584,103.2676163,..,100.8884277,98.8722229,99.35487366,100.0375519,99.37493134,99.39984894,99.49282837,101.0941086,101.8484497,102.1396866,101.9755173
Denmark,DNK,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,97.07621002,..,..,..,97.42041779,95.22683716,95.42160034,95.97023773,94.97006989,95.01628876,94.99478912,97.03408813,97.62065125,98.14988708,97.90273285
Denmark,DNK,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.04084003,1.047250032,1.048879981,1.055009961,1.04926002,1.037610054,1.034669995,1.031810045,1.028980017,1.019860029,1.009050012,1.016499996,1.010130048,1.021299958,1.035509944
Denmark,DNK,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,129.6455383,134.1263275,129.4059448,129.9390869,126.714119,126.5402298,122.1866379,120.7379837,119.6291199,119.225502,120.1215973,123.8323975,124.3216171,131.1816559,132.1924438
Denmark,DNK,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,89.62754822,90.65390778,92.57427979,95.79914093,92.78900909,93.07672119,91.01593018,90.84674072,91.01760101,91.34396362,91.43946075,92.54901123,91.56864929,91.72344208,91.30136108
Denmark,DNK,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,124.5583725,128.074585,123.3751678,123.163887,120.7653809,121.9539185,118.0920715,117.0158234,116.259697,116.9036636,119.0448227,121.8220215,123.074707,128.4451752,127.6588821
Denmark,DNK,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,87.70295715,88.44644165,89.69168854,92.23490906,89.79260254,90.27713776,87.9629364,87.84410095,87.83357239,88.49429321,89.00084686,90.02655792,89.34014893,89.17504883,88.4071579
Denmark,DNK,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.365309954,1.333729982,1.386440039,1.408570051,1.402870059,1.380290031,1.383129954,1.402160048,1.434810042,1.45551002,1.448899984,1.42505002,1.411829948,1.380100012,1.398679972
Denmark,DNK,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,66.26203156,68.76384735,73.98377228,79.14650726,87.07417297,93.44439697,91.98039246,91.99284363,89.52915192,88.43551636,87.47869873,90.63371277,93.15586853,94.54277802,95.38780975
Denmark,DNK,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,48.53244019,51.55752945,53.36256027,56.18928146,62.06850052,67.69891357,66.50153351,65.60816193,62.39810181,60.75914001,60.37577057,63.60042191,65.98252106,68.50408173,68.19857025
Denmark,DNK,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,50.06370926,50.10747147,50.04821014,50.07329178,49.8316803,49.48015976,49.38019943,49.39091873,49.38898849,49.2020607,48.94179916,49.11455154,48.9967804,49.27244186,49.60065842
Denmark,DNK,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,47.69327164,48.05673981,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,37956,39854,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,44587,43921,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,"Teachers in secondary education, female (number)",SE.SEC.TCHR.FE,21265,21107,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,Unemployment with primary education (% of total unemployment),SL.UEM.PRIM.ZS,30.60000038,26.79999924,29.70000076,31.70000076,25.5,28.20000076,31.10000038,38.29999924,42.70000076,40.40000153,37.59999847,36.20000076,35.5,34.79999924,32.59999847
Denmark,DNK,"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,33.5,28.10000038,29.10000038,31.29999924,24.89999962,25.10000038,29.60000038,36.20000076,40.09999847,38.79999924,35.70000076,32.70000076,31.5,30.20000076,27.20000076
Denmark,DNK,"Unemployment with primary education, male (% of male unemployment)",SL.UEM.PRIM.MA.ZS,27.5,25.39999962,30.39999962,32,26,31.5,32.90000153,40.59999847,45.40000153,41.59999847,38.90000153,39.29999924,39.20000076,39.29999924,37.90000153
Denmark,DNK,Unemployment with secondary education (% of total unemployment),SL.UEM.SECO.ZS,51.70000076,51,45.70000076,40.20000076,48.70000076,45,38.59999847,35,35.09999847,38.90000153,38.59999847,37.79999924,38.70000076,38,37.40000153
Denmark,DNK,"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,51.59999847,51.70000076,44.40000153,38.59999847,50.20000076,47,38.29999924,36.90000153,36.40000153,36.79999924,36.70000076,35.20000076,36.59999847,38.59999847,38.79999924
Denmark,DNK,"Unemployment with secondary education, male (% of male unemployment)",SL.UEM.SECO.MA.ZS,51.70000076,50.20000076,46.90000153,41.70000076,47.29999924,42.90000153,38.90000153,33,33.59999847,40.29999924,39.90000153,40.09999847,40.59999847,37.29999924,35.90000153
Denmark,DNK,Unemployment with tertiary education (% of total unemployment),SL.UEM.TERT.ZS,13.89999962,22.20000076,23.79999924,26.79999924,23.60000038,24.20000076,27.20000076,22.5,18.79999924,18.10000038,19.20000076,21,20,21.29999924,22.20000076
Denmark,DNK,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,13.30000019,20.20000076,25.10000038,30,22.89999962,25.5,29.89999962,23.60000038,18.70000076,21,22.39999962,25.70000076,24.70000076,24,26.5
Denmark,DNK,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,14.60000038,24.5,22.60000038,23.70000076,24.29999924,22.89999962,24,21.20000076,18.89999962,15.89999962,16.89999962,16.89999962,15.80000019,18.60000038,18.10000038
Euro area,EMU,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,18305812,18026832,17767716,17640964,17579658,17743008,17800084,17922186,17951814,17909564,17860384,17833654,17786632,17892536,..
Euro area,EMU,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,28613584,28723586,28765200,28701620,27970112,28167248,28016408,27739150,27620582,27401630,27500132,27426262,27284176,27763396,..
Euro area,EMU,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,33.34751205,32.36864198,31.83588733,31.07319666,29.98458376,29.44261657,28.96000418,28.22001222,27.43701339,26.82520675,26.20947734,25.31645365,24.72757296,23.60467839,23.39903402
Euro area,EMU,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,30.94347025,29.88437703,29.17602141,28.47579344,27.16319105,26.71214395,26.23765943,25.51282713,24.59355755,24.0133902,23.42896553,22.59903181,22.04467455,20.96352796,20.75686883
Euro area,EMU,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,35.19282438,34.19609819,33.82931703,33.10459404,32.13616141,31.57054972,31.15712139,30.35057559,29.76445671,29.14556799,28.46557071,27.60357993,27.023838,25.83875269,25.65229374
Euro area,EMU,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,43.4707635,43.93780866,44.52822674,44.29450013,44.34353051,45.09707569,45.42547707,45.68294826,45.62108525,45.44252273,45.54835554,45.54227623,45.39347711,45.66439007,45.84116513
Euro area,EMU,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,45.05567264,45.48576495,45.83289137,45.58141632,45.69911198,46.19874935,46.30772739,46.39732794,46.31337939,45.95240395,45.95045099,45.78996521,45.45645362,45.55123787,45.89230586
Euro area,EMU,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,42.33095003,42.81050204,43.57514085,43.31810643,43.28262732,44.24944592,44.72936007,45.11745035,45.09835309,45.05424367,45.2126623,45.35474147,45.32637322,45.74373805,45.78646995
Euro area,EMU,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,21.57758966,21.83045908,22.04505217,22.81776205,23.8954245,24.68539663,24.88377701,25.37863543,26.15045719,26.98289535,27.53704888,28.3646557,29.19157239,29.95616189,30.55979536
Euro area,EMU,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,22.52995476,22.76098337,23.3887974,24.13858873,25.3492901,26.36435347,26.77310666,27.37169698,28.36711048,29.31665219,29.91916162,30.85982165,31.83924723,32.71340762,33.21570436
Euro area,EMU,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,20.89679513,21.1468215,21.05037065,21.78648748,22.75315136,23.37723884,23.3981999,23.78640064,24.34360343,25.0009113,25.53681857,26.27597787,26.91892702,27.57755056,28.3225457
Euro area,EMU,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.48498,48.48866,48.41616,48.43874,48.46696,48.4376,48.43468,48.44533,48.44285,48.49494,48.51994,48.55774,48.5909,48.6142,..
Euro area,EMU,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,80.70825,81.30414,81.4599,81.69321,81.74908,82.15386,82.49626,82.80785,83.53601,83.46701,83.778,83.7146,83.95169,84.08848,..
Euro area,EMU,Pupil-teacher ratio in pre-primary education (headcount basis),SE.PRE.ENRL.TC.ZS,15.89494,15.44618,14.93317,14.24448,14.25406,14.31801,14.272,14.00914,13.80099,13.79523,13.68636,13.66594,13.53563,13.91903,..
Euro area,EMU,Pupil-teacher ratio in primary education (headcount basis),SE.PRM.ENRL.TC.ZS,14.65969,14.38356,14.02265,13.95473,13.86698,13.68649,13.57101,13.37374,13.28669,13.18074,12.94307,12.76864,12.91729,12.99315,..
Euro area,EMU,Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,12.02068,11.82462,11.78629,11.69033,11.49999,11.23817,11.31034,11.17124,11.24969,11.33871,11.4142,11.51517,11.65794,11.71447,..
Euro area,EMU,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99054,0.9909,0.98778,0.98868,0.99003,0.98929,0.98941,0.98977,0.98953,0.99151,0.99251,0.99421,0.99526,0.99584,..
Euro area,EMU,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.99866,1.00086,0.99777,0.99849,0.99698,0.9961,0.99534,0.99497,0.99395,0.98985,0.98962,0.98915,0.98834,0.99429,..
Euro area,EMU,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,103.93669,103.23185,102.21938,102.03667,102.145,103.30632,104.01807,104.88496,105.10959,104.81355,104.17218,103.54254,102.77146,102.96939,..
Euro area,EMU,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,98.34716,98.1845,97.75211,97.50257,97.4514,97.85004,98.08952,98.32834,98.22437,98.10565,98.20032,98.24255,98.02992,97.54363,..
Euro area,EMU,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,104.92928,104.18021,103.4843,103.20454,103.17355,104.42496,105.13137,105.96903,106.22121,105.71149,104.95812,104.14502,103.26126,103.39917,..
Euro area,EMU,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,98.46645,98.27629,97.88304,97.66876,97.62038,98.06411,98.29994,98.48171,98.34672,98.16192,98.15867,98.11874,97.77821,97.44893,..
Euro area,EMU,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.0039,1.00717,1.00399,1.00454,1.00137,1.00042,0.99912,0.99834,0.99682,0.98877,0.98775,0.98588,0.98387,0.9933,..
Euro area,EMU,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,102.2044,103.62392,104.43537,105.11175,103.14114,104.71983,104.99564,104.73113,105.08861,104.81499,106.17488,106.85548,106.72523,109.62232,..
Euro area,EMU,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,86.32674,87.18001,87.95322,88.72108,89.6039,90.75218,91.00143,90.38861,90.7914,90.65982,90.91563,90.54459,90.63642,91.09615,..
Euro area,EMU,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,101.80741,102.88629,104.02072,104.63678,103.00019,104.67624,105.0881,104.90518,105.42348,106.00526,107.49186,108.38589,108.47453,110.36212,..
Euro area,EMU,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,85.25788,85.30192,86.57889,87.11084,87.71038,88.96061,89.40591,88.91984,89.52514,89.47313,89.87403,89.50718,89.61111,90.09267,..
Euro area,EMU,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.1246,1.13242,1.1491,1.14981,1.15481,1.15713,1.16363,1.16791,1.16962,1.17237,1.16784,1.16871,1.16773,1.16906,..
Euro area,EMU,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,55.6344,57.49583,58.7603,60.43745,62.19286,63.57447,64.83244,65.4083,66.35688,67.68791,69.70526,71.88665,72.59611,73.504,..
Euro area,EMU,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,49.47053,50.77249,51.13608,52.5628,53.85552,54.94147,55.71559,56.00456,56.73393,57.73621,59.68721,61.50943,62.16831,62.87461,..
Euro area,EMU,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,48.86769,48.92675,48.87879,48.89613,48.79866,48.74766,48.6912,48.6899,48.6523,48.43585,48.39066,48.32512,48.28739,48.53809,..
Euro area,EMU,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,56.66494,58.04039,57.90553,58.46659,59.1133,59.28917,59.67323,60.21623,60.24885,61.05637,60.97571,61.30541,61.57232,61.95179,..
Euro area,EMU,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,1248717.875,1253294.125,1267072.5,1264156.75,1267735.25,1296388.125,1311625.5,1340102.625,1351112.125,1358767.75,1379918.625,1396675.75,1376962.875,1377074.125,..
Euro area,EMU,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,2380363.75,2429134,2440564.5,2455159,2432186,2506390,2477062,2483085.5,2455230.5,2416643.75,2409291.75,2381751,2340394.5,2370007.75,..
Euro area,EMU,"Teachers in secondary education, female (number)",SE.SEC.TCHR.FE,1348831.75,1409878.875,1413221.75,1435447.875,1437745.5,1486017.875,1478143,1495220.5,1479248.125,1475514.875,1469082.75,1460142.125,1441035.125,1468262.25,..
Euro area,EMU,Unemployment with primary education (% of total unemployment),SL.UEM.PRIM.ZS,43.59107067,41.28853704,40.93047461,40.1567958,38.77265878,38.87620134,39.61351273,40.3495115,42.10135021,42.04754313,41.95074012,41.70388809,41.70212655,40.34905703,40.76259872
Euro area,EMU,"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,41.39794759,39.84348137,39.12425735,38.80343156,37.09580962,37.19637851,38.07488274,38.2149959,38.66283932,38.33459879,37.87436675,37.19776153,36.88691819,35.46722039,35.79791616
Euro area,EMU,"Unemployment with primary education, male (% of male unemployment)",SL.UEM.PRIM.MA.ZS,46.01057144,42.74473213,42.74127209,41.46369802,40.4349763,40.57471625,41.23537932,42.60640857,45.47213744,45.20695007,45.51006944,45.65886672,45.88186825,44.55755556,45.11107462
Euro area,EMU,Unemployment with secondary education (% of total unemployment),SL.UEM.SECO.ZS,41.78474978,43.78009343,43.95311253,43.71533098,44.16644194,44.71281369,44.27093065,43.36385565,41.83715252,41.41060878,40.80464867,40.16700104,39.55707797,39.92254822,39.89951381
Euro area,EMU,"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,43.04463637,44.37456885,44.53143007,43.95229158,44.65566305,45.23124708,44.58495585,44.00956746,43.278278,42.58128129,42.22301457,41.60612405,40.9561857,41.12559691,41.11827693
Euro area,EMU,"Unemployment with secondary education, male (% of male unemployment)",SL.UEM.SECO.MA.ZS,40.37074776,43.17676259,43.43012309,43.4512995,43.6613997,44.17091952,43.89290937,42.6447018,40.48824644,40.46882515,39.56725184,38.88951656,38.35449486,38.8652341,38.84211353
Euro area,EMU,Unemployment with tertiary education (% of total unemployment),SL.UEM.TERT.ZS,12.9317842,12.72014231,13.37749868,14.0795784,14.94314598,15.3645585,15.04835709,15.16766092,14.90462398,15.40299826,16.04960467,16.81976645,17.54377716,18.49037692,19.19445339
Euro area,EMU,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,14.21285215,13.83724118,14.84151898,15.42940643,16.32355942,16.6166475,16.3724914,16.74009527,17.08006303,18.10071073,18.95282469,19.96921747,21.06087521,22.31018367,22.93633617
Euro area,EMU,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,11.56034243,11.55351066,11.90496516,12.73736236,13.58959403,14.15376912,13.75617595,13.58917631,12.74464214,13.11588706,13.59274059,14.09533151,14.51554932,15.21255701,15.86572584
Spain,ESP,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,2539995,2505203,2490744,2488319,2497513,2484903,2501205,2555757,2625414,2684078,2720989,2772909,2816584,2934648,2960626
Spain,ESP,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,3245950,3183282,3106777,3052662,3048188,3107816,3091036,3080161,3069321,3065017,3185008,3248018,3296129,3296359,3288424
Spain,ESP,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,54,52,50.90000153,49.90000153,47.79999924,45,44.09999847,43.59999847,43.5,43.09999847,42.20000076,41.20000076,40.59999847,40,39.40000153
Spain,ESP,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,47.5,45.09999847,43.70000076,42.90000153,40.59999847,38,37.40000153,37.59999847,37.70000076,37.29999924,36.79999924,35.90000153,35.5,35,34.70000076
Spain,ESP,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,58.40000153,56.40000153,55.70000076,54.70000076,52.79999924,49.90000153,49,48,48,47.70000076,46.5,45.59999847,44.90000153,44.29999924,43.5
Spain,ESP,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,19.29999924,19.70000076,20.20000076,20.60000038,21.5,23,23.70000076,23.89999962,23.89999962,23.89999962,23.89999962,23.89999962,23.79999924,23.39999962,23.29999924
Spain,ESP,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,21.10000038,21.39999962,22.10000038,22.39999962,23.29999924,24.60000038,25.20000076,25.10000038,25.29999924,25.20000076,24.5,24.79999924,24.70000076,24.29999924,23.89999962
Spain,ESP,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,18.10000038,18.70000076,19,19.39999962,20.29999924,21.89999962,22.60000038,23,22.79999924,22.89999962,23.29999924,23.29999924,23.10000038,22.60000038,22.89999962
Spain,ESP,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,26.70000076,27.79999924,28.89999962,29,30.20000076,31.70000076,31.79999924,32.20000076,32.09999847,32.5,33.5,34.40000153,35.20000076,36.29999924,37.20000076
Spain,ESP,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,31.5,33,34.20000076,34.20000076,35.70000076,37.09999847,37,37,36.59999847,37.09999847,38.20000076,38.90000153,39.40000153,40.40000153,41.5
Spain,ESP,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,23.60000038,24.39999962,25.29999924,25.5,26.39999962,27.79999924,28,28.60000038,28.60000038,28.89999962,29.70000076,30.79999924,31.70000076,32.70000076,33.59999847
Spain,ESP,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.36175156,48.35100937,48.34767914,48.33094025,48.36035156,48.29141998,48.28057098,48.3354187,48.38338089,48.41685104,48.45301056,48.46047974,48.4267807,48.81407166,48.82143021
Spain,ESP,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,69.05026245,70.82936096,70.96800995,70.48638153,68.99777222,69.44274902,70.4985733,71.98578644,75.1996994,74.30590057,75.01834106,75.33043671,75.81929016,..,..
Spain,ESP,Pupil-teacher ratio in pre-primary education (headcount basis),SE.PRE.ENRL.TC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,Pupil-teacher ratio in primary education (headcount basis),SE.PRM.ENRL.TC.ZS,14.54434013,14.30440998,14.00891972,13.87611008,13.93148994,13.75078011,13.58265018,12.82649994,12.42387962,12.62215996,12.40145016,12.39875984,12.60120964,..,..
Spain,ESP,Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,11.3821497,10.8733902,11.04804993,11.10863018,11.0071497,11.09815025,10.95250034,10.80632973,10.80426979,10.54833031,10.80488014,11.05290985,11.35027027,..,..
Spain,ESP,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.992869973,0.992420018,0.991050005,0.989400029,0.989849985,0.986670017,0.98593998,0.989069998,0.992009997,0.994069993,0.995429993,0.994520009,0.99476999,1.010720015,1.010879993
Spain,ESP,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.033869982,1.031280041,1.03421998,1.028259993,1.031690001,1.02936995,1.027959943,1.03015995,1.027879953,1.021299958,1.00988996,1.003229976,1.001629949,1.007439971,1.007320046
Spain,ESP,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,104.0960999,103.6183319,103.1406021,102.9100113,103.1883316,102.4458237,103.0634079,104.9896011,106.5922394,106.8395386,105.5353165,104.4640503,103.2673492,106.1417618,105.273201
Spain,ESP,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,99.98487854,99.9336319,99.94094086,99.90421295,99.81072998,99.54560852,99.56916046,99.80431366,99.84525299,99.84178162,99.7947998,99.79039764,99.83450317,99.69280243,99.12098694
Spain,ESP,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,104.8440094,104.4097977,104.0718613,104.0124817,104.24646,103.8296127,104.533638,106.1499863,107.450531,107.4766998,106.0194092,105.0393219,103.8105164,105.0159378,104.1400909
Spain,ESP,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,99.66752625,99.61263275,99.72180939,99.83045197,99.67211151,99.76083374,99.86444855,99.87069702,99.71346283,99.45616913,99.34565735,99.46942902,99.46378326,99.24984741,98.76574707
Spain,ESP,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.067090034,1.062950015,1.070230007,1.061149955,1.067409992,1.065019965,1.063429952,1.065600038,1.059599996,1.045750022,1.022349954,1.010630012,1.00711,1.004040003,1.003669977
Spain,ESP,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,113.9531479,115.3197708,115.8080292,115.6636429,117.7855606,121.3245926,121.2630386,121.3474808,121.1729431,121.1197662,125.7984695,129.2909088,131.5105591,131.357132,130.4095764
Spain,ESP,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,90.42951202,92.26740265,93.03896332,93.48484802,94.90354156,95.22939301,94.83611298,94.67961884,94.84645081,95.3098526,96.06742859,95.81556702,96.50778198,97.03373718,97.15100098
Spain,ESP,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,106.7887573,108.4900284,108.2089005,108.9979019,110.3474426,113.9176331,114.0302963,113.8769302,114.3576584,115.8215103,123.0477829,127.9308472,130.5827179,130.82901,129.9325256
Spain,ESP,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,87.18955994,88.54016876,88.98916626,89.33808899,90.26972198,91.68837738,91.31755829,91.38043213,91.65113831,92.24800873,93.77250671,94.34259796,95.12664032,95.67973328,95.80239105
Spain,ESP,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.184100032,1.165109992,1.198439956,1.19867003,1.232310057,1.227679968,1.234689951,1.244320035,1.245380044,1.249619961,1.239510059,1.234709978,1.213870049,1.203840017,1.18908
Spain,ESP,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,62.82046127,64.56832123,67.42233276,70.05171967,73.33133698,74.3916626,76.13027191,77.53347015,79.37664795,82.17385864,87.35101318,92.45117188,94.03262329,95.30995941,96.92991638
Spain,ESP,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,53.05334854,55.41836166,56.25843811,58.44123077,59.50717163,60.59553909,61.6592598,62.31005859,63.73664856,65.75917816,70.47219086,74.87679291,77.46546173,79.17144775,81.51660919
Spain,ESP,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,50.19313049,50.039711,50.22127151,50.01404953,50.16458893,50.11674118,50.09906006,50.16030121,50.01617813,49.68341064,49.13222122,48.88780975,48.83255005,48.76860046,48.75094986
Spain,ESP,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,51.38282013,52.19309998,53.25526047,54.73123932,55.13851929,56.41609955,57.20212936,56.77236938,54.89537811,54.11830139,54.57756042,54.69218063,54.95090866,..,..
Spain,ESP,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,174638,175135,177797,179324,179271,180710,184147,199256,211320,212648,219409,223644,223517,..,..
Spain,ESP,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,285179,292759,281206,274801,276928,280030,282222,285033,284084,290569,294775,293861,290401,..,..
Spain,ESP,"Teachers in secondary education, female (number)",SE.SEC.TCHR.FE,146533,152800,149757,150402,152694,157982,161437,161820,155949,157251,160881,160719,159578,..,..
Spain,ESP,Unemployment with primary education (% of total unemployment),SL.UEM.PRIM.ZS,59.59999847,57.79999924,56.79999924,56.40000153,54.79999924,53.90000153,53.79999924,54.59999847,58.29999924,58.59999847,57.20000076,55.09999847,54.70000076,53.79999924,54.5
Spain,ESP,"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,54.70000076,53,50.59999847,52.79999924,50.20000076,50,50,51.59999847,52.5,52.5,50.79999924,48.40000153,48.20000076,47.59999847,48.40000153
Spain,ESP,"Unemployment with primary education, male (% of male unemployment)",SL.UEM.PRIM.MA.ZS,66.40000153,64.09999847,65.19999695,61.09999847,60.70000076,58.5,58.70000076,58.40000153,64,63.5,62.59999847,60.79999924,60.29999924,59.29999924,60.09999847
